Sample Date,Location,Site #,Chlorophyll A,Copper,Dissolved Oxygen,Salinity,Specific Conductance,Total Nitrogen,Total Phosphorus,Turbidity
5/15/07,#29 S NEW RIVER CANAL US 27,29.0,4.47,,1.98,0.4,810.0,1.83,0.012,2.2
2/17/14,#29 S NEW RIVER CANAL US 27,29.0,1.48,,3.53,0.381,783.0,,,2.0
2/19/08,#29 S NEW RIVER CANAL US 27,29.0,4.22,,5.05,0.35,712.0,1.88,0.018,2.8
11/28/06,#29 S NEW RIVER CANAL US 27,29.0,1.91375,,1.78,0.4,806.5,1.75,0.008749999999999999,2.8
7/10/17,#29 S NEW RIVER CANAL US 27,29.0,9.46,,3.27,0.28,763.0,,0.016,2.1
9/23/20,#29 S NEW RIVER CANAL US 27,29.0,7.6,,4.04,0.29,608.0,1.26,0.004,2.1
8/5/13,#29 S NEW RIVER CANAL US 27,29.0,5.23,,3.57,0.34,709.0,1.451,0.025,2.7
7/31/12,#29 S NEW RIVER CANAL US 27,29.0,8.09,,2.88,0.34,703.0,1.28,0.011,3.35
5/23/19,#29 S NEW RIVER CANAL US 27,29.0,4.13,,2.62,0.34,709.0,1.2815,0.007,2.2
2/20/07,#29 S NEW RIVER CANAL US 27,29.0,1.74,,2.03,0.4,813.0,1.69,0.015,2.3
6/25/18,#29 S NEW RIVER CANAL US 27,29.0,7.92,,3.08,0.31,639.0,1.469,0.01,2.7
5/13/08,#29 S NEW RIVER CANAL US 27,29.0,4.92,,4.78,0.41,849.0,1.56,0.012,2.5
5/19/20,#29 S NEW RIVER CANAL US 27,29.0,5.05,,2.81,0.3,593.0,1.62,0.034,4.2
5/19/14,#29 S NEW RIVER CANAL US 27,29.0,4.06,,1.02,0.39,807.0,,,1.5
10/25/11,#29 S NEW RIVER CANAL US 27,29.0,5.21,,3.48,0.31,647.0,1.98,0.022,2.6
5/13/13,#29 S NEW RIVER CANAL US 27,29.0,3.09,,2.61,0.39,809.0,1.564,0.018,1.2
5/19/21,#29 S NEW RIVER CANAL US 27,29.0,5.11,,,,,1.62,0.021,1.3
2/1/11,#29 S NEW RIVER CANAL US 27,29.0,3.05,,1.31,0.39,798.0,1.87,0.014,
5/1/17,#29 S NEW RIVER CANAL US 27,29.0,12.0,,4.38,0.34,709.0,,0.016,2.3
11/13/19,#29 S NEW RIVER CANAL US 27,29.0,3.89,,0.87,0.35,714.0,1.4624,0.015,2.9
2/11/13,#29 S NEW RIVER CANAL US 27,29.0,2.13,,4.12,0.4,806.0,1.52,0.014,1.7
8/30/21,#29 S NEW RIVER CANAL US 27,29.0,3.28,,1.98,0.36,735.0,1.32,0.017,1.2
8/28/18,#29 S NEW RIVER CANAL US 27,29.0,7.75,,3.37,0.29,596.0,,-0.006,2.4
8/5/08,#29 S NEW RIVER CANAL US 27,29.0,3.04,,3.91,0.32,670.0,1.69,0.018,2.7
2/20/20,#29 S NEW RIVER CANAL US 27,29.0,2.17,,1.13,0.35,717.0,1.432,-0.002,2.2
8/21/07,#29 S NEW RIVER CANAL US 27,29.0,10.5,,2.79,0.39,807.0,2.17,0.0045,1.2
8/11/14,#29 S NEW RIVER CANAL US 27,29.0,5.83,,4.59,0.31,654.0,,,2.2
2/21/06,#29 S NEW RIVER CANAL US 27,29.0,0.4775,,1.07,0.39,795.0,1.8,0.012,3.0
12/5/16,#29 S NEW RIVER CANAL US 27,29.0,1.5,,2.69,0.38,781.0,1.4,0.006,1.7
11/27/12,#29 S NEW RIVER CANAL US 27,29.0,1.22,,2.91,0.38,779.0,1.64,0.026,2.0
8/22/06,#29 S NEW RIVER CANAL US 27,29.0,3.3,,4.105,0.315,656.0,1.365,0.013999999999999999,2.2
11/13/07,#29 S NEW RIVER CANAL US 27,29.0,5.74,,1.06,0.39,794.0,,,3.2
2/2/10,#29 S NEW RIVER CANAL US 27,29.0,2.39,,5.92,0.24,497.0,1.32,0.063,4.0
8/22/16,#29 S NEW RIVER CANAL US 27,29.0,3.31,,6.92,0.34,719.0,1.48,0.008,2.0
10/27/14,#29 S NEW RIVER CANAL US 27,29.0,1.49,,2.79,0.39,803.0,,,1.8
3/3/09,#29 S NEW RIVER CANAL US 27,29.0,0.475,,0.98,0.4,812.0,1.68,,3.2
4/27/10,#29 S NEW RIVER CANAL US 27,29.0,4.32,,5.28,0.31,643.0,1.3,0.018,2.6
2/26/18,#29 S NEW RIVER CANAL US 27,29.0,3.87,,0.46,0.35,728.0,,,1.0
8/2/11,#29 S NEW RIVER CANAL US 27,29.0,8.4,,3.13,0.34,716.0,1.38,0.023,
10/26/10,#29 S NEW RIVER CANAL US 27,29.0,2.46,,1.28,0.39,794.0,1.76,0.016,2.7
2/29/16,#29 S NEW RIVER CANAL US 27,29.0,0.6,,2.92,0.38,779.0,,0.008,1.6
8/24/15,#29 S NEW RIVER CANAL US 27,29.0,4.12,,2.7,0.39,810.0,1.638,0.126,1.7
8/3/10,#29 S NEW RIVER CANAL US 27,29.0,5.02,,3.32,0.35,734.0,1.6,0.0076,2.6
11/8/18,#29 S NEW RIVER CANAL US 27,29.0,1.51,,0.46,0.37,762.0,2.167,0.01,2.9
3/9/15,#29 S NEW RIVER CANAL US 27,29.0,1.12,,3.3,0.4,813.0,,,2.1
3/6/19,#29 S NEW RIVER CANAL US 27,29.0,0.637,,1.35,0.37,753.0,0.2127,0.03,2.9
5/30/06,#29 S NEW RIVER CANAL US 27,29.0,15.3,,2.18,0.38,784.0,1.62,0.02,2.4
11/16/15,#29 S NEW RIVER CANAL US 27,29.0,4.84,,1.37,0.35,730.0,1.68,0.017,2.9
12/14/20,#29 S NEW RIVER CANAL US 27,29.0,0.598,,1.98,0.31,735.0,1.3712,0.003,2.4
6/1/15,#29 S NEW RIVER CANAL US 27,29.0,5.6,,2.84,0.4,820.0,,,1.9
4/12/11,#29 S NEW RIVER CANAL US 27,29.0,2.04,,3.31,0.4,821.0,1.64,0.006,1.8
1/31/12,#29 S NEW RIVER CANAL US 27,29.0,1.52,,2.47,0.4,823.0,1.64,0.014,2.5
6/6/16,#29 S NEW RIVER CANAL US 27,29.0,8.1,,5.19,0.38,782.0,1.648,0.0,1.7
3/6/17,#29 S NEW RIVER CANAL US 27,29.0,1.17,,3.1,0.4,814.0,,,2.2
6/23/09,#29 S NEW RIVER CANAL US 27,29.0,5.7,,4.04,0.34,702.0,1.33,0.0076,3.7
10/27/09,#29 S NEW RIVER CANAL US 27,29.0,2.18,,2.38,0.36,748.0,1.77,0.0076,
9/1/09,#29 S NEW RIVER CANAL US 27,29.0,6.94,,2.77,0.33,691.0,1.3,0.0076,2.5
8/22/07,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.87,,4.51,0.29,615.0,1.14,0.0045,0.9
12/5/16,#31 SNAKE CRK CANAL FLAMINGO,31.0,0.534,,2.72,0.31,634.0,0.897,0.004,0.85
6/6/16,#31 SNAKE CRK CANAL FLAMINGO,31.0,2.5,,2.3,0.31,638.0,1.162,0.0,0.65
4/28/10,#31 SNAKE CRK CANAL FLAMINGO,31.0,3.29,,3.21,0.28,571.0,1.17,0.0076,1.0
8/3/10,#31 SNAKE CRK CANAL FLAMINGO,31.0,2.15,,1.95,0.3,624.0,1.13,0.0076,0.8
11/8/18,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.32,,0.76,0.29,598.0,,0.008,0.6
9/5/19,#31 SNAKE CRK CANAL FLAMINGO,31.0,2.28,,3.21,0.26,517.0,0.8728,0.004,0.7
2/21/07,#31 SNAKE CRK CANAL FLAMINGO,31.0,0.4775,,3.13,0.31,640.0,0.963,0.0045,0.6
2/20/08,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.71,,3.005,0.29,601.5,1.1949999999999998,0.0045,0.85
3/6/19,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.32,,2.9,0.3,621.0,0.9766,0.03,3.2
8/5/13,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.68,,2.14,0.28,585.0,1.041,0.022,0.7
3/9/15,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.26,,4.93,0.31,637.0,,,0.4
2/23/06,#31 SNAKE CRK CANAL FLAMINGO,31.0,0.4775,,1.605,0.31,643.5,1.0150000000000001,0.00225,0.5
2/26/18,#31 SNAKE CRK CANAL FLAMINGO,31.0,0.77,,3.58,0.3,612.0,,,0.55
8/30/21,#31 SNAKE CRK CANAL FLAMINGO,31.0,3.3,,2.53,0.28,585.0,0.839,0.012,0.6
11/13/19,#31 SNAKE CRK CANAL FLAMINGO,31.0,0.722,,2.2,0.29,608.0,0.9161,-0.002,0.5
11/15/21,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.25,,2.03,0.26,541.0,0.833,0.006,0.55
6/1/06,#31 SNAKE CRK CANAL FLAMINGO,31.0,4.33,,4.14,0.33,679.0,0.772,0.0045,0.8
5/13/13,#31 SNAKE CRK CANAL FLAMINGO,31.0,3.25,,3.26,0.34,700.0,1.186,0.016,0.8
2/29/16,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.05,,3.03,0.3,611.0,,0.005,0.45
8/6/08,#31 SNAKE CRK CANAL FLAMINGO,31.0,2.92,,1.71,0.3,615.0,1.33,0.013,1.1
3/4/09,#31 SNAKE CRK CANAL FLAMINGO,31.0,0.54,,5.57,0.33,667.0,0.959,,0.8
10/25/11,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.55,,1.88,0.28,587.0,1.29,0.011,0.6
11/30/06,#31 SNAKE CRK CANAL FLAMINGO,31.0,0.4775,,4.8,0.32,668.0,1.12,0.011,0.8
10/21/13,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.82,,1.28,0.31,648.0,1.161,0.008,1.2
8/2/11,#31 SNAKE CRK CANAL FLAMINGO,31.0,3.83,,5.99,0.3,623.0,0.986,0.012,
2/11/13,#31 SNAKE CRK CANAL FLAMINGO,31.0,0.92,,3.86,0.35,718.0,1.36,0.01,0.65
1/31/12,#31 SNAKE CRK CANAL FLAMINGO,31.0,0.63,,3.82,0.32,657.0,0.947,0.009,0.8
8/28/18,#31 SNAKE CRK CANAL FLAMINGO,31.0,2.53,,1.78,0.26,552.0,,-0.007,1.1
2/20/20,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.08,,1.9,0.28,581.0,0.929,-0.005,0.55
8/24/15,#31 SNAKE CRK CANAL FLAMINGO,31.0,2.95,,3.43,0.29,604.0,0.969,0.191,0.85
8/11/14,#31 SNAKE CRK CANAL FLAMINGO,31.0,3.21,,2.92,0.25,529.0,,,0.8
9/23/20,#31 SNAKE CRK CANAL FLAMINGO,31.0,2.48,,4.63,0.2,412.0,0.865,0.004,1.3
7/10/17,#31 SNAKE CRK CANAL FLAMINGO,31.0,3.19,,1.69,0.28,582.0,,0.019,0.9
5/16/07,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.97,,6.6,0.32,670.0,1.14,0.013,0.8
5/23/19,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.68,,3.77,0.28,589.0,0.8522,0.003,0.6
12/17/15,#31 SNAKE CRK CANAL FLAMINGO,31.0,,,1.64,0.3,613.0,1.14,0.005,
5/19/21,#31 SNAKE CRK CANAL FLAMINGO,31.0,3.29,,,,,0.762,0.013,0.6
2/22/21,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.07,,4.38,0.27,549.0,0.776,-0.012,0.55
2/1/11,#31 SNAKE CRK CANAL FLAMINGO,31.0,0.55,,1.38,0.32,651.0,1.24,-0.147,
4/24/12,#31 SNAKE CRK CANAL FLAMINGO,31.0,3.87,,5.82,0.29,609.0,1.02,0.009,0.9
7/31/12,#31 SNAKE CRK CANAL FLAMINGO,31.0,2.25,,1.81,0.28,578.0,1.11,,0.9
6/1/15,#31 SNAKE CRK CANAL FLAMINGO,31.0,4.16,,4.75,0.31,647.0,,,0.95
5/19/14,#31 SNAKE CRK CANAL FLAMINGO,31.0,2.75,,5.27,0.31,637.0,,,1.3
10/28/09,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.19,,1.52,0.3,617.0,1.19,0.0076,
11/27/12,#31 SNAKE CRK CANAL FLAMINGO,31.0,0.4,,1.97,0.31,642.0,1.04,0.012,0.8
11/15/07,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.11,,2.5,0.29,596.0,,,0.75
2/3/10,#31 SNAKE CRK CANAL FLAMINGO,31.0,3.06,,3.84,0.27,557.0,1.31,0.017,1.3
4/12/11,#31 SNAKE CRK CANAL FLAMINGO,31.0,3.8,,4.1,0.32,671.0,1.3,0.014,2.7
2/17/14,#31 SNAKE CRK CANAL FLAMINGO,31.0,0.96,,3.9,0.3,625.0,,,0.7
5/1/17,#31 SNAKE CRK CANAL FLAMINGO,31.0,7.66,,6.66,0.27,562.0,,0.014,2.1
10/27/14,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.11,,2.93,0.29,600.0,,,0.65
6/25/18,#31 SNAKE CRK CANAL FLAMINGO,31.0,3.02,,1.85,0.27,556.0,1.146,0.007,0.8
8/22/16,#31 SNAKE CRK CANAL FLAMINGO,31.0,2.56,,4.64,0.28,571.0,0.941,0.006,0.65
11/16/15,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.84,,2.32,0.28,586.0,1.16,0.011,0.75
3/6/17,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.35,,7.53,0.3,618.0,,,0.65
5/14/08,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.34,,6.04,0.31,643.0,1.2,0.009,0.55
8/24/06,#31 SNAKE CRK CANAL FLAMINGO,31.0,7.41,,3.8,0.28,588.0,1.49,0.014,1.9
9/2/09,#31 SNAKE CRK CANAL FLAMINGO,31.0,3.04,,3.48,0.26,544.0,1.24,0.0,0.9
5/19/20,#31 SNAKE CRK CANAL FLAMINGO,31.0,1.85,,4.18,0.22,463.0,0.902,0.007,1.7
12/14/20,#31 SNAKE CRK CANAL FLAMINGO,31.0,0.448,,1.12,0.22,445.0,0.8736,0.004,0.45
6/24/09,#31 SNAKE CRK CANAL FLAMINGO,31.0,3.91,,4.83,0.25,519.0,0.945,0.0076,1.1
10/26/10,#31 SNAKE CRK CANAL FLAMINGO,31.0,2.85,,3.87,0.28,585.0,1.3,0.0076,1.1
10/26/10,#32 SNAKE CRK CANAL US 27,32.0,1.05,,2.69,0.33,678.0,1.31,0.0076,
5/13/13,#32 C-9 CANAL US 27,32.0,,,,,,,,1.3
5/13/08,#32 C-9 CANAL US 27,32.0,,,,,,,,2.0
5/13/13,#32 SNAKE CRK CANAL US 27,32.0,2.44,,3.79,0.36,734.0,1.247,0.015,
5/19/14,#32 SNAKE CRK CANAL US 27,32.0,6.64,,4.84,0.36,734.0,,,
2/20/07,#32 C-9 CANAL US 27,32.0,,,,,,,,0.75
8/24/15,#32 C-9 CANAL US 27,32.0,,,,,,,,2.4
2/20/07,#32 SNAKE CRK CANAL US 27,32.0,1.78,,6.41,0.37,746.0,1.21,0.009,
5/13/08,#32 SNAKE CRK CANAL US 27,32.0,5.11,,5.21,0.37,755.0,1.04,0.013,
11/13/19,#32 C-9 CANAL US 27,32.0,1.74,,1.25,0.29,601.0,1.0383,-0.009,1.1
5/19/14,#32 C-9 CANAL US 27,32.0,,,,,,,,1.45
1/31/12,#32 SNAKE CRK CANAL US 27,32.0,3.11,,5.67,0.38,778.0,1.21,0.014,
11/13/07,#32 SNAKE CRK CANAL US 27,32.0,1.3,,5.6,0.28,590.0,,,
6/25/18,#32 SNAKE CRK CANAL US 27,32.0,2.53,,1.86,0.27,563.0,1.166,0.0,
5/15/07,#32 SNAKE CRK CANAL US 27,32.0,6.4,,4.22,0.39,804.0,1.4,0.011,
5/15/07,#32 C-9 CANAL US 27,32.0,,,,,,,,2.3
3/6/17,#32 C-9 CANAL US 27,32.0,,,,,,,,0.9
6/25/18,#32 C-9 CANAL US 27,32.0,,,,,,,,2.1
3/6/17,#32 SNAKE CRK CANAL US 27,32.0,2.26,,5.17,0.34,702.0,0.0,,
7/31/12,#32 SNAKE CRK CANAL US 27,32.0,1.51,,0.55,0.31,638.0,1.24,,
6/1/15,#32 SNAKE CRK CANAL US 27,32.0,8.61,,3.74,0.34,704.0,,,
6/1/15,#32 C-9 CANAL US 27,32.0,,,,,,,,1.5
2/19/08,#32 C-9 CANAL US 27,32.0,,,,,,,,1.8
2/19/08,#32 SNAKE CRK CANAL US 27,32.0,13.3,,4.37,0.35,716.0,1.5,0.0045,
7/31/12,#32 C-9 CANAL US 27,32.0,,,,,,,,0.3
9/5/19,#32 C-9 CANAL US 27,32.0,1.96,,3.55,0.25,526.0,0.7638,0.0,2.1
2/17/14,#32 SNAKE CRK CANAL US 27,32.0,1.73,,3.41,0.34,700.0,,,
10/26/10,#32 C-9 CANAL US 27,32.0,,,,,,,,0.6
2/17/14,#32 C-9 CANAL US 27,32.0,,,,,,,,0.8
9/23/20,#32 C-9 CANAL US 27,32.0,3.54,,2.05,0.29,596.0,1.0,-0.005,0.65
8/5/13,#32 SNAKE CRK CANAL US 27,32.0,2.64,,3.93,0.3,618.0,1.104,0.027,
8/5/13,#32 C-9 CANAL US 27,32.0,,,,,,,,0.75
3/6/19,#32 C-9 CANAL US 27,32.0,4.42,,2.27,0.32,667.0,0.1634,0.026,1.6
8/22/06,#32 SNAKE CRK CANAL US 27,32.0,0.4775,,4.72,0.27,560.0,1.29,0.0045,
6/6/16,#32 C-9 CANAL US 27,32.0,,,,,,,,0.75
6/6/16,#32 SNAKE CRK CANAL US 27,32.0,3.09,,2.82,0.33,692.0,1.375,0.0,
8/22/06,#32 C-9 CANAL US 27,32.0,,,,,,,,0.5
2/2/10,#32 SNAKE CRK CANAL US 27,32.0,1.32,,6.75,0.35,721.0,1.06,0.0076,
2/29/16,#32 C-9 CANAL US 27,32.0,,,,,,,,0.55
2/11/13,#32 SNAKE CRK CANAL US 27,32.0,0.73,,1.65,0.36,747.0,1.25,0.016,
2/11/13,#32 C-9 CANAL US 27,32.0,,,,,,,,1.1
8/2/11,#32 C-9 CANAL US 27,32.0,,,,,,,,1.0
11/13/07,#32 C-9 CANAL US 27,32.0,,,,,,,,0.75
2/29/16,#32 SNAKE CRK CANAL US 27,32.0,1.4,,4.4,0.3,621.0,,0.007,
5/19/20,#32 C-9 CANAL US 27,32.0,4.01,,5.14,0.34,699.0,1.22,0.004,2.4
5/1/17,#32 SNAKE CRK CANAL US 27,32.0,5.82,,4.18,0.36,742.0,,0.017,
11/8/18,#32 C-9 CANAL US 27,32.0,,,,,,,,1.0
8/22/16,#32 C-9 CANAL US 27,32.0,,,,,,,,1.2
8/22/16,#32 SNAKE CRK CANAL US 27,32.0,2.12,,8.02,0.3,619.0,1.05,0.02,
7/10/17,#32 C-9 CANAL US 27,32.0,,,,,,,,1.9
4/27/10,#32 C-9 CANAL US 27,32.0,,,,,,,,1.0
4/27/10,#32 SNAKE CRK CANAL US 27,32.0,1.7,,5.9399999999999995,0.29,608.5,1.125,0.0076,
10/27/14,#32 C-9 CANAL US 27,32.0,,,,,,,,0.65
7/10/17,#32 SNAKE CRK CANAL US 27,32.0,1.87,,1.18,0.31,633.0,,0.016,
10/25/11,#32 C-9 CANAL US 27,32.0,,,,,,,,0.5
5/30/06,#32 C-9 CANAL US 27,32.0,,,,,,,,2.0
8/3/10,#32 C-9 CANAL US 27,32.0,,,,,,,,0.3
8/5/08,#32 SNAKE CRK CANAL US 27,32.0,1.89,,4.83,0.25,529.0,0.925,0.0045,
8/11/14,#32 SNAKE CRK CANAL US 27,32.0,5.37,,4.71,0.28,592.0,,,
8/11/14,#32 C-9 CANAL US 27,32.0,,,,,,,,1.1
12/5/16,#32 SNAKE CRK CANAL US 27,32.0,3.42,,3.07,0.31,633.0,0.958,0.002,
2/21/06,#32 SNAKE CRK CANAL US 27,32.0,0.4775,,1.1400000000000001,0.345,708.5,1.3,0.006,
12/14/20,#32 C-9 CANAL US 27,32.0,1.43,,1.25,0.18,379.0,0.8103,0.005,0.45
2/21/06,#32 C-9 CANAL US 27,32.0,,,,,,,,0.35
11/27/12,#32 C-9 CANAL US 27,32.0,,,,,,,,2.0
12/17/15,#32 SNAKE CRK CANAL US 27,32.0,,,1.88,0.32,652.0,1.18,0.004,
11/15/21,#32 C-9 CANAL US 27,32.0,3.14,,1.59,0.28,573.0,0.87,0.007,0.85
6/23/09,#32 SNAKE CRK CANAL US 27,32.0,3.09,,4.96,0.36,753.0,1.28,0.0076,
9/1/09,#32 C-9 CANAL US 27,32.0,,,,,,,,0.8
6/23/09,#32 C-9 CANAL US 27,32.0,,,,,,,,0.8
11/28/06,#32 SNAKE CRK CANAL US 27,32.0,1.38,,4.92,0.4,805.0,1.45,0.0045,
11/28/06,#32 C-9 CANAL US 27,32.0,,,,,,,,0.55
10/25/11,#32 SNAKE CRK CANAL US 27,32.0,0.91,,4.5,0.29,602.0,1.27,0.009,
9/1/09,#32 SNAKE CRK CANAL US 27,32.0,1.76,,5.18,0.33,679.0,1.48,0.0,
5/23/19,#32 C-9 CANAL US 27,32.0,3.27,,0.8,0.29,610.0,0.9391,0.0,1.1
1/31/12,#32 C-9 CANAL US 27,32.0,,,,,,,,0.55
2/22/21,#32 C-9 CANAL US 27,32.0,2.19,,3.43,0.28,571.0,0.841,0.002,0.65
4/12/11,#32 SNAKE CRK CANAL US 27,32.0,3.49,,4.38,0.4,818.0,1.4,0.007,
4/12/11,#32 C-9 CANAL US 27,32.0,,,,,,,,2.1
4/24/12,#32 C-9 CANAL US 27,32.0,,,,,,,,0.35
4/24/12,#32 SNAKE CRK CANAL US 27,32.0,0.29000000000000004,,0.52,0.38,779.0,1.28,0.014,
11/27/12,#32 SNAKE CRK CANAL US 27,32.0,0.5,,1.48,0.32,659.0,1.02,0.011,
2/26/18,#32 C-9 CANAL US 27,32.0,,,,,,,,1.1
12/5/16,#32 C-9 CANAL US 27,32.0,,,,,,,,1.0
3/9/15,#32 C-9 CANAL US 27,32.0,,,,,,,,1.2
10/27/14,#32 SNAKE CRK CANAL US 27,32.0,3.29,,1.93,0.29,603.0,,,
3/9/15,#32 SNAKE CRK CANAL US 27,32.0,4.34,,4.75,0.35,716.0,,,
8/30/21,#32 C-9 CANAL US 27,32.0,3.84,,3.98,0.26,547.0,0.822,0.015,0.95
10/21/13,#32 SNAKE CRK CANAL US 27,32.0,1.38,,0.75,0.31,651.0,1.239,0.008,
8/24/15,#32 SNAKE CRK CANAL US 27,32.0,13.8,,5.12,0.38,781.0,1.4,0.157,
5/1/17,#32 C-9 CANAL US 27,32.0,,,,,,,,2.2
8/5/08,#32 C-9 CANAL US 27,32.0,,,,,,,,0.7
10/27/09,#32 SNAKE CRK CANAL US 27,32.0,2.13,,1.56,0.34,702.0,1.47,0.0076,
2/1/11,#32 SNAKE CRK CANAL US 27,32.0,2.27,,2.03,0.36,733.0,1.43,0.014,
5/19/21,#32 C-9 CANAL US 27,32.0,3.84,,,,,1.08,0.018,0.95
11/8/18,#32 SNAKE CRK CANAL US 27,32.0,3.23,,1.69,0.29,613.0,,0.019,
8/3/10,#32 SNAKE CRK CANAL US 27,32.0,1.85,,0.45,0.32,668.0,1.27,0.0076,
3/3/09,#32 SNAKE CRK CANAL US 27,32.0,0.85,,5.39,0.37,760.0,1.13,,
3/3/09,#32 C-9 CANAL US 27,32.0,,,,,,,,0.6
11/16/15,#32 SNAKE CRK CANAL US 27,32.0,7.07,,3.34,0.33,686.0,1.36,0.012,
8/28/18,#32 C-9 CANAL US 27,32.0,,,,,,,,2.2
8/2/11,#32 SNAKE CRK CANAL US 27,32.0,6.34,,2.95,0.36,773.0,1.22,0.02,
2/20/20,#32 C-9 CANAL US 27,32.0,2.43,,2.8,0.33,679.0,1.048,-0.004,1.7
8/21/07,#32 C-9 CANAL US 27,32.0,,,,,,,,1.4
8/28/18,#32 SNAKE CRK CANAL US 27,32.0,3.35,,1.37,0.27,557.0,,-0.011,
10/21/13,#32 C-9 CANAL US 27,32.0,,,,,,,,1.6
5/30/06,#32 SNAKE CRK CANAL US 27,32.0,0.4775,,6.99,0.37,769.0,1.06,0.0045,
11/16/15,#32 C-9 CANAL US 27,32.0,,,,,,,,0.55
2/26/18,#32 SNAKE CRK CANAL US 27,32.0,2.75,,4.02,0.32,655.0,,,
8/21/07,#32 SNAKE CRK CANAL US 27,32.0,8.82,,4.05,0.33,690.0,1.37,0.0045,
5/27/21,#33 ICW SOUTH OF HILLSBORO BRG,33.0,2.21,,,,,0.291,0.169,2.0
11/26/12,#33 ICW SOUTH OF HILLSBORO BRG,33.0,4.29,9.37,5.84,26.7,41600.0,0.435,0.072,1.0
2/18/08,#33 ICW SOUTH OF HILLSBORO BRG,33.0,5.16,0.945,5.93,21.1,33800.0,1.22,0.069,3.0
11/5/18,#33 ICW SOUTH OF HILLSBORO BRG,33.0,,,5.28,30.3,46700.0,,0.187,
8/1/11,#33 ICW SOUTH OF HILLSBORO BRG,33.0,3.12,3.44,5.62,33.6,51100.0,0.119,0.049,
5/31/06,#33 ICW SOUTH OF HILLSBORO BRG,33.0,3.88,4.43,6.64,27.7,43000.0,0.663,0.062,1.4
10/24/11,#33 ICW SOUTH OF HILLSBORO BRG,33.0,2.53,4.13,5.18,20.3,32600.0,0.715,0.101,3.0
9/22/20,#33 ICW SOUTH OF HILLSBORO BRG,33.0,3.78,,5.37,6.33,11700.0,0.876,0.082,1.4
6/25/18,#33 ICW SOUTH OF HILLSBORO BRG,33.0,5.36,,4.21,1.91,3770.0,1.426,0.067,1.6
11/16/15,#33 ICW SOUTH OF HILLSBORO BRG,33.0,1.33,7.11,5.47,30.3,46200.0,0.369,0.183,1.2
5/19/14,#33 ICW SOUTH OF HILLSBORO BRG,33.0,4.27,,6.49,26.7,41600.0,,,1.9
5/23/19,#33 ICW SOUTH OF HILLSBORO BRG,33.0,5.72,,5.52,25.7,40600.0,0.3354,0.146,2.0
1/31/11,#33 ICW SOUTH OF HILLSBORO BRG,33.0,1.3,3.44,7.16,31.4,48200.0,0.48,0.051,
12/5/16,#33 ICW SOUTH OF HILLSBORO BRG,33.0,2.03,11.4,5.95,33.8,51400.0,0.379,0.282,1.6
6/1/15,#33 ICW SOUTH OF HILLSBORO BRG,33.0,4.96,,5.87,32.0,48900.0,,,2.2
10/21/13,#33 ICW SOUTH OF HILLSBORO BRG,33.0,1.97,5.46,4.08,29.1,45100.0,0.426,0.058,1.4
7/10/17,#33 ICW SOUTH OF HILLSBORO BRG,33.0,6.19,,5.09,3.41,6820.0,,,1.2
11/14/07,#33 ICW SOUTH OF HILLSBORO BRG,33.0,7.55,2.92,6.31,26.6,41600.0,,,1.7
11/9/21,#33 ICW SOUTH OF HILLSBORO BRG,33.0,3.88,,5.71,20.8,33500.0,0.678,0.135,1.4
11/29/06,#33 ICW SOUTH OF HILLSBORO BRG,33.0,1.63,2.84,6.71,30.5,46900.0,0.78,0.063,1.1
9/1/21,#33 ICW SOUTH OF HILLSBORO BRG,33.0,6.11,,,,,0.671,0.144,1.3
5/21/20,#33 ICW SOUTH OF HILLSBORO BRG,33.0,3.55,,5.19,23.6,38700.0,0.51,0.116,1.3
11/7/18,#33 ICW SOUTH OF HILLSBORO BRG,33.0,2.38,2.04,,,,,,1.8
2/11/13,#33 ICW SOUTH OF HILLSBORO BRG,33.0,1.59,21.2,6.98,36.3,52800.0,0.105,0.046,0.5
2/17/14,#33 ICW SOUTH OF HILLSBORO BRG,33.0,3.78,,6.39,27.7,43100.0,,,1.6
2/1/10,#33 ICW SOUTH OF HILLSBORO BRG,33.0,0.94,3.07,6.87,33.7,51200.0,0.343,0.039,1.5
6/22/09,#33 ICW SOUTH OF HILLSBORO BRG,33.0,7.41,4.06,6.19,16.0,26400.0,0.759,0.114,1.9
