Location,Sample Date,Chlorophyll A,Dissolved Oxygen,Salinity,Specific Conductance,Total Nitrogen,Total Phosphorus,Turbidity
#20 N NEW RIV BRADFORD MARINA,2012-02-29,2.8,4.895,7.7105,13135.0,1.37,0.0395,1.8
#20 N NEW RIV BRADFORD MARINA,2012-08-31,8.675,5.8149999999999995,5.220000000000001,9525.0,1.29,0.0375,1.75
#20 N NEW RIV BRADFORD MARINA,2013-02-28,3.83,5.835,17.2,28450.0,0.9225000000000001,0.0615,1.35
#20 N NEW RIV BRADFORD MARINA,2013-08-31,9.515,4.375,1.111,2175.0,1.308,0.038,2.05
#20 N NEW RIV BRADFORD MARINA,2014-02-28,6.6049999999999995,5.3,1.855,3530.0,1.63,0.04,1.8
#20 N NEW RIV BRADFORD MARINA,2014-08-31,5.635,5.09,7.335,12265.0,1.63,0.04,1.8
#20 N NEW RIV BRADFORD MARINA,2015-02-28,5.635,5.09,7.335,12265.0,1.63,0.04,1.8
#20 N NEW RIV BRADFORD MARINA,2015-08-31,5.02,4.995,12.115,20400.0,1.63,0.04,1.55
#20 N NEW RIV BRADFORD MARINA,2016-02-29,1.69,4.99,6.35,10800.0,1.49,0.042,0.55
#20 N NEW RIV BRADFORD MARINA,2016-08-31,4.05,5.046666666666667,1.18,2277.0,1.4815,0.027,1.0666666666666667
#20 N NEW RIV BRADFORD MARINA,2017-02-28,3.56,4.94,7.19,12500.0,1.4815,0.027,0.85
#20 N NEW RIV BRADFORD MARINA,2017-08-31,7.9433333333333325,5.493333333333333,7.086666666666667,12293.333333333334,1.4815,0.05,1.9666666666666668
#20 N NEW RIV BRADFORD MARINA,2018-02-28,18.7,7.46,12.4,20800.0,1.4815,0.05,2.7
#20 N NEW RIV BRADFORD MARINA,2018-08-31,3.83,3.795,0.33499999999999996,694.0,1.5514999999999999,0.0205,3.6
#20 N NEW RIV BRADFORD MARINA,2019-02-28,8.67,4.6,14.1,23200.0,1.063,0.082,0.9
#20 N NEW RIV BRADFORD MARINA,2019-08-31,7.386,4.432,3.126,5478.4,1.09772,0.0314,1.3800000000000001
#20 N NEW RIV BRADFORD MARINA,2020-02-29,7.08875,4.621428571428572,3.6685714285714286,6523.857142857143,1.1808125,0.04475,1.75625
#20 N NEW RIV BRADFORD MARINA,2020-08-31,7.476666666666667,4.651666666666666,4.498333333333333,7621.333333333333,1.07,0.037333333333333336,1.3333333333333333
#20 N NEW RIV BRADFORD MARINA,2021-02-28,1.4033333333333333,2.936666666666667,0.3233333333333333,628.3333333333334,1.2883499999999999,0.02,1.3333333333333333
#20 N NEW RIV BRADFORD MARINA,2021-08-31,19.016666666666666,4.81,1.665,3215.0,1.1203333333333334,0.06133333333333333,1.3999999999999997
#20 N NEW RIV BRADFORD MARINA,2022-02-28,5.1,4.73,1.98,3750.0,1.14,0.043,1.2
#22 N NEW RIVER SW 125 AVE,2006-02-28,3.89,3.01,0.37,755.0,1.62,0.011,1.0
#22 N NEW RIVER SW 125 AVE,2006-08-31,4.94,2.035,0.345,711.5,1.17,0.006749999999999999,1.2
#22 N NEW RIVER SW 125 AVE,2007-02-28,2.455,4.17,0.36,740.0,1.8050000000000002,0.00825,0.925
#22 N NEW RIVER SW 125 AVE,2007-08-31,5.26,6.27,0.35,724.0,1.86,0.019,1.5
#22 N NEW RIVER SW 125 AVE,2008-02-29,7.2,4.925000000000001,0.355,726.5,1.95,0.03,2.1
#22 N NEW RIVER SW 125 AVE,2008-08-31,5.495,3.415,0.365,752.0,1.86,0.036,1.5
#22 N NEW RIVER SW 125 AVE,2009-02-28,5.495,3.415,0.365,752.0,1.86,0.036,1.5
#22 N NEW RIVER SW 125 AVE,2009-08-31,5.325,3.56,0.35,658.5,1.5499999999999998,0.031,3.7249999999999996
#22 N NEW RIVER SW 125 AVE,2010-02-28,3.65,1.4866666666666666,0.3033333333333333,635.0,1.6533333333333333,0.024533333333333334,1.1
#22 N NEW RIVER SW 125 AVE,2010-08-31,4.89,1.5899999999999999,0.335,696.5,1.69,0.0153,1.2
#22 N NEW RIVER SW 125 AVE,2011-02-28,2.535,2.3,0.315,652.0,1.71,0.0078,0.85
#22 N NEW RIVER SW 125 AVE,2011-08-31,4.345000000000001,2.54,0.33,686.0,1.56,0.0145,2.05
#22 N NEW RIVER SW 125 AVE,2012-02-29,2.96,3.24,0.33999999999999997,696.5,1.83,0.0165,2.0
#22 N NEW RIVER SW 125 AVE,2012-08-31,6.57,4.0649999999999995,0.33,671.5,1.58,0.0205,2.65
#22 N NEW RIVER SW 125 AVE,2013-02-28,1.6,3.61,0.29000000000000004,601.0,1.575,0.025500000000000002,1.1
#22 N NEW RIVER SW 125 AVE,2013-08-31,4.485,2.42,0.29000000000000004,606.5,1.496,0.022,1.2000000000000002
#22 N NEW RIVER SW 125 AVE,2014-02-28,2.06,3.435,0.32499999999999996,672.5,1.653,0.017,0.8500000000000001
#22 N NEW RIVER SW 125 AVE,2014-08-31,5.155,4.13,0.33,686.5,1.653,0.017,1.2
#22 N NEW RIVER SW 125 AVE,2015-02-28,1.44,3.7,0.3,615.0,1.653,0.017,2.4
#22 N NEW RIVER SW 125 AVE,2015-08-31,5.476666666666667,3.84,0.3466666666666667,723.0,1.503,0.032,1.2666666666666666
#22 N NEW RIVER SW 125 AVE,2016-02-29,1.9449999999999998,3.4299999999999997,0.32666666666666666,671.3333333333334,1.74,0.011666666666666667,0.75
#22 N NEW RIVER SW 125 AVE,2016-08-31,3.1950000000000003,2.84,0.36,747.5,1.7375,0.0175,1.0
#22 N NEW RIVER SW 125 AVE,2017-02-28,1.32,2.34,0.33,682.0,1.31,0.016,0.75
#22 N NEW RIVER SW 125 AVE,2017-08-31,5.960000000000001,4.89,0.3233333333333333,669.0,1.31,0.0065,1.5666666666666667
#22 N NEW RIVER SW 125 AVE,2018-02-28,1.09,4.82,0.31,633.0,1.31,0.0065,1.1
#22 N NEW RIVER SW 125 AVE,2018-08-31,2.05,2.005,0.255,541.5,1.476,0.012,2.25
#22 N NEW RIVER SW 125 AVE,2019-02-28,1.63,2.67,0.31,645.0,1.476,0.015,0.6
#22 N NEW RIVER SW 125 AVE,2019-08-31,1.63,2.67,0.31,645.0,1.476,0.015,0.6
#22 N NEW RIVER SW 125 AVE,2020-02-29,2.893333333333333,1.74,0.3233333333333333,670.0,1.4295,0.001,0.9833333333333334
#22 N NEW RIVER SW 125 AVE,2020-08-31,2.95,4.11,0.3,613.0,1.36,0.014,2.3
#22 N NEW RIVER SW 125 AVE,2021-02-28,1.33,3.3899999999999992,0.2966666666666667,614.3333333333334,1.3471666666666666,-0.0009999999999999998,0.9833333333333334
#22 N NEW RIVER SW 125 AVE,2021-08-31,3.8,3.62,0.3,625.0,1.4849999999999999,0.018000000000000002,1.075
#22 N NEW RIVER SW 125 AVE,2022-02-28,2.69,0.9,0.28,588.0,1.26,0.002,1.0
#23 N NEW RIVER E OF US 27,2006-02-28,5.03,4.6,0.38,779.0,1.58,0.0045,1.2
#23 N NEW RIVER E OF US 27,2006-08-31,5.63875,4.1850000000000005,0.425,871.5,1.67,0.021,1.4500000000000002
#23 N NEW RIVER E OF US 27,2007-02-28,2.375,1.635,0.455,923.5,1.9849999999999999,0.00825,1.075
#23 N NEW RIVER E OF US 27,2007-08-31,1.8849999999999998,3.99,0.46,939.0,2.04,0.0195,1.25
#23 N NEW RIVER E OF US 27,2008-02-29,1.93,2.135,0.445,902.5,1.84,0.028,1.6
#23 N NEW RIVER E OF US 27,2008-08-31,9.739999999999998,4.15,0.435,889.5,1.9749999999999999,0.0225,1.375
#23 N NEW RIVER E OF US 27,2009-02-28,9.739999999999998,4.15,0.435,889.5,1.9749999999999999,0.0225,1.375
#23 N NEW RIVER E OF US 27,2009-08-31,2.57,3.5649999999999995,0.415,849.5,1.69,0.021,0.8
#23 N NEW RIVER E OF US 27,2010-02-28,1.8500000000000003,2.813333333333333,0.3433333333333333,706.0,1.6066666666666667,0.019366666666666667,0.8166666666666668
#23 N NEW RIVER E OF US 27,2010-08-31,2.1574999999999998,2.5725,0.395,810.5,1.6375,0.0118,1.0
#23 N NEW RIVER E OF US 27,2011-02-28,4.9175,1.6625,0.38,774.75,1.5225,0.0165,0.7
#23 N NEW RIVER E OF US 27,2011-08-31,6.1925,6.1675,0.37,768.75,1.43,0.017,2.0
#23 N NEW RIVER E OF US 27,2012-02-29,1.915,1.2174999999999998,0.395,803.5,1.675,0.01725,0.925
#23 N NEW RIVER E OF US 27,2012-08-31,5.41,3.2199999999999998,0.375,773.0,1.6724999999999999,0.028,1.4
#23 N NEW RIVER E OF US 27,2013-02-28,1.0325,2.51,0.375,749.5,1.5625,0.02275,0.975
#23 N NEW RIVER E OF US 27,2013-08-31,4.390000000000001,3.65,0.325,663.0,1.403,0.025,0.75
#23 N NEW RIVER E OF US 27,2014-02-28,0.8350000000000001,2.765,0.37,761.5,1.83,0.011,1.0
#23 N NEW RIVER E OF US 27,2014-08-31,1.3599999999999999,3.915,0.365,746.5,1.83,0.011,0.95
#23 N NEW RIVER E OF US 27,2015-02-28,1.17,4.51,0.29,594.0,1.83,0.011,1.1
#23 N NEW RIVER E OF US 27,2015-08-31,6.146666666666666,2.7433333333333336,0.38999999999999996,806.3333333333334,1.662,0.183,1.1666666666666667
#23 N NEW RIVER E OF US 27,2016-02-29,2.54,4.2250000000000005,0.34,696.5,1.8,0.012,0.5
#23 N NEW RIVER E OF US 27,2016-08-31,1.6549999999999998,5.525,0.345,720.0,1.7925,0.005,0.6000000000000001
#23 N NEW RIVER E OF US 27,2017-02-28,0.729,4.78,0.31,634.0,1.04,0.057,0.4
#23 N NEW RIVER E OF US 27,2017-08-31,6.82,4.0,0.38999999999999996,796.3333333333334,0.0,0.0195,1.8666666666666665
#23 N NEW RIVER E OF US 27,2018-02-28,1.01,3.25,0.35,713.0,0.0,0.0195,2.7
#23 N NEW RIVER E OF US 27,2018-08-31,2.1325000000000003,3.4425,0.265,554.5,1.68675,-0.0024999999999999996,2.875
#23 N NEW RIVER E OF US 27,2019-02-28,2.1325000000000003,3.4425,0.265,554.5,1.68675,-0.0024999999999999996,2.875
#23 N NEW RIVER E OF US 27,2019-08-31,2.8899999999999997,5.275,0.41000000000000003,845.0,0.9383,0.0175,1.85
#23 N NEW RIVER E OF US 27,2020-02-29,4.016666666666667,2.5500000000000003,0.37333333333333335,772.3333333333334,1.4712333333333334,0.015,0.7999999999999999
#23 N NEW RIVER E OF US 27,2020-08-31,3.06,4.78,0.38,774.0,1.51,0.016,2.2
#23 N NEW RIVER E OF US 27,2021-02-28,1.0603333333333333,3.1133333333333333,0.3333333333333333,696.0,1.3540666666666665,0.0033333333333333327,0.6833333333333332
#23 N NEW RIVER E OF US 27,2021-08-31,4.32,61.5,0.39,795.0,1.775,0.022,1.075
#23 N NEW RIVER E OF US 27,2022-02-28,1.32,0.8,0.38,779.0,1.4,0.012,1.5
#24 DANIA CUT-OFF US-1,2006-02-28,4.41,5.72,10.8,18600.0,1.34,0.036,1.5
#24 DANIA CUT-OFF US-1,2006-08-31,2.295,4.7,27.200000000000003,42400.0,0.6855,0.031,1.45
#24 DANIA CUT-OFF US-1,2007-02-28,1.31,6.324999999999999,29.7,45850.0,0.5455,0.0325,2.1
#24 DANIA CUT-OFF US-1,2007-08-31,2.1550000000000002,4.765000000000001,26.0,40600.0,0.8185,0.0475,1.3
#24 DANIA CUT-OFF US-1,2008-02-29,0.4775,5.195,23.4,36950.0,1.08,0.033,2.7
#24 DANIA CUT-OFF US-1,2008-08-31,2.9099999999999997,4.62,23.2,36500.0,0.8285,0.036500000000000005,1.65
#24 DANIA CUT-OFF US-1,2009-02-28,2.9099999999999997,4.62,23.2,36500.0,0.8285,0.036500000000000005,1.65
#24 DANIA CUT-OFF US-1,2009-08-31,2.12,5.965,25.4,39650.0,0.59,0.049,1.95
#24 DANIA CUT-OFF US-1,2010-02-28,1.8066666666666666,4.473333333333334,14.969999999999999,24633.333333333332,0.9146666666666666,0.051333333333333335,1.9
#24 DANIA CUT-OFF US-1,2010-08-31,2.625,4.57,16.6,27250.0,0.783,0.0345,1.75
#24 DANIA CUT-OFF US-1,2011-02-28,0.9650000000000001,5.46,27.75,43050.0,0.617,0.035500000000000004,1.2000000000000002
#24 DANIA CUT-OFF US-1,2011-08-31,1.81,4.76,31.900000000000002,48800.0,0.279,0.034,1.5
#24 DANIA CUT-OFF US-1,2012-02-29,1.025,6.035,29.1,45000.0,0.4215,0.0395,1.45
#24 DANIA CUT-OFF US-1,2012-08-31,1.075,5.665,30.25,46600.0,0.3685,0.037,1.4
#24 DANIA CUT-OFF US-1,2013-02-28,1.705,6.3100000000000005,34.1,50850.0,0.259,0.043,9.85
#24 DANIA CUT-OFF US-1,2013-08-31,2.73,4.99,21.35,34700.0,0.501,0.044,2.15
#24 DANIA CUT-OFF US-1,2014-02-28,1.7750000000000001,5.195,26.15,38600.0,0.526,0.061,2.2
#24 DANIA CUT-OFF US-1,2014-08-31,2.895,4.73,17.355,36350.0,0.526,0.061,2.15
#24 DANIA CUT-OFF US-1,2015-02-28,0.98,3.24,24.8,38874.0,0.526,0.061,0.85
#24 DANIA CUT-OFF US-1,2015-08-31,2.4633333333333334,4.976666666666667,29.333333333333332,45233.333333333336,0.357,0.037,1.3666666666666665
#24 DANIA CUT-OFF US-1,2016-02-29,1.6150000000000002,4.546666666666667,15.67,25100.0,0.7489999999999999,0.085,1.35
#24 DANIA CUT-OFF US-1,2016-08-31,2.675,4.54,26.35,39550.0,0.7425,0.11599999999999999,1.25
#24 DANIA CUT-OFF US-1,2017-02-28,1.25,4.87,26.4,41000.0,0.656,0.116,1.5
#24 DANIA CUT-OFF US-1,2017-08-31,3.43,5.17,22.433333333333334,41166.666666666664,0.656,0.012,1.7666666666666666
#24 DANIA CUT-OFF US-1,2018-02-28,2.6,5.63,30.4,46800.0,0.656,0.012,1.6
#24 DANIA CUT-OFF US-1,2018-08-31,1.435,3.99,20.5,33800.0,0.577,0.177,2.45
#24 DANIA CUT-OFF US-1,2019-02-28,1.45,4.98,32.0,49100.0,0.577,0.193,2.1
#24 DANIA CUT-OFF US-1,2019-08-31,1.5085000000000002,5.27,28.65,43350.0,0.577,0.0975,2.45
#24 DANIA CUT-OFF US-1,2020-02-29,1.1786666666666668,4.3933333333333335,17.866666666666667,28766.666666666668,0.504,0.13366666666666666,1.5
#24 DANIA CUT-OFF US-1,2020-08-31,3.64,3.55,10.6,18200.0,1.02,0.072,0.0
#24 DANIA CUT-OFF US-1,2021-02-28,2.44,3.6900000000000004,4.995,14315.0,1.1172499999999999,0.0455,1.6
#24 DANIA CUT-OFF US-1,2021-08-31,3.09,4.895,21.6,34450.0,0.6026666666666667,0.10533333333333333,1.5333333333333332
#24 DANIA CUT-OFF US-1,2022-02-28,1.27,4.11,14.9,24500.0,0.875,0.053,1.4
#25 HOLLYWOOD CANAL STIRLING,2006-02-28,6.4,6.05,7.03,12700.0,1.23,0.045,1.2
#25 HOLLYWOOD CANAL STIRLING,2006-08-31,9.325,4.225,10.15,17400.0,1.5299999999999998,0.05,1.7999999999999998
#25 HOLLYWOOD CANAL STIRLING,2007-02-28,2.175,6.015,19.1,30850.0,0.7715000000000001,0.0345,1.0
#25 HOLLYWOOD CANAL STIRLING,2007-08-31,7.9799999999999995,4.945,17.75,28200.0,1.0575,0.048,1.5499999999999998
#25 HOLLYWOOD CANAL STIRLING,2008-02-29,1.0550000000000002,3.83,10.059999999999999,17450.0,1.86,0.059,2.0
#25 HOLLYWOOD CANAL STIRLING,2008-08-31,14.850000000000001,5.02,13.84,22800.0,1.1720000000000002,0.031,2.25
#25 HOLLYWOOD CANAL STIRLING,2009-02-28,14.850000000000001,5.02,13.84,22800.0,1.1720000000000002,0.031,2.25
#25 HOLLYWOOD CANAL STIRLING,2009-08-31,8.065,5.425,14.745,23940.0,0.7065,0.07,1.75
#25 HOLLYWOOD CANAL STIRLING,2010-02-28,4.92,4.21,8.546666666666667,14836.666666666666,0.8803333333333333,0.05933333333333333,1.05
#25 HOLLYWOOD CANAL STIRLING,2010-08-31,12.065000000000001,4.645,3.21,6310.0,0.9664999999999999,0.057999999999999996,1.9
#25 HOLLYWOOD CANAL STIRLING,2011-02-28,1.67,3.965,11.845,20150.0,0.851,0.048,1.05
#25 HOLLYWOOD CANAL STIRLING,2011-08-31,8.22,5.6,21.85,34800.0,0.5345,0.052000000000000005,1.2000000000000002
#25 HOLLYWOOD CANAL STIRLING,2012-02-29,1.895,4.58,14.635,24200.0,0.8125,0.0505,1.0
#25 HOLLYWOOD CANAL STIRLING,2012-08-31,6.369999999999999,4.585,8.03,14250.0,0.8580000000000001,0.052,1.7000000000000002
#25 HOLLYWOOD CANAL STIRLING,2013-02-28,4.5,6.34,27.700000000000003,42400.0,0.4595,0.0485,2.4
#25 HOLLYWOOD CANAL STIRLING,2013-08-31,8.184999999999999,5.22,6.49,11750.0,0.8535,0.059,1.5
#25 HOLLYWOOD CANAL STIRLING,2014-02-28,5.6899999999999995,5.225,15.3,25050.0,0.817,0.052,1.85
#25 HOLLYWOOD CANAL STIRLING,2014-08-31,8.42,4.415,9.86,20350.0,0.817,0.052,1.725
#25 HOLLYWOOD CANAL STIRLING,2015-02-28,0.96,2.57,19.5,31387.0,0.817,0.052,0.75
#25 HOLLYWOOD CANAL STIRLING,2015-08-31,9.306666666666667,4.673333333333333,17.266666666666666,28466.666666666668,0.787,0.095,1.5
#25 HOLLYWOOD CANAL STIRLING,2016-02-29,2.58,4.395,14.15,21050.0,0.522,0.08650000000000001,1.25
#25 HOLLYWOOD CANAL STIRLING,2016-08-31,4.17,4.37,20.6,32350.0,0.7010000000000001,0.08349999999999999,1.5499999999999998
#25 HOLLYWOOD CANAL STIRLING,2017-02-28,1.72,4.46,18.6,30000.0,0.91,0.089,1.6
#25 HOLLYWOOD CANAL STIRLING,2017-08-31,10.103333333333333,5.033333333333333,14.833333333333334,24200.0,0.91,0.0435,1.7666666666666666
#25 HOLLYWOOD CANAL STIRLING,2018-02-28,6.3,5.01,18.4,29700.0,0.91,0.0435,1.1
#25 HOLLYWOOD CANAL STIRLING,2018-08-31,4.58,3.3200000000000003,10.045000000000002,16895.0,1.031,0.20500000000000002,1.15
#25 HOLLYWOOD CANAL STIRLING,2019-02-28,27.709,3.62,22.6,36000.0,0.633,0.209,1.0
#25 HOLLYWOOD CANAL STIRLING,2019-08-31,8.45,5.13,17.15,27100.0,0.7444,0.089,1.9
#25 HOLLYWOOD CANAL STIRLING,2020-02-29,4.298333333333333,4.4799999999999995,11.703333333333333,19190.0,0.9335999999999999,0.13166666666666668,1.1166666666666667
#25 HOLLYWOOD CANAL STIRLING,2020-08-31,8.78,3.6,4.91,8810.0,1.23,0.142,0.0
#25 HOLLYWOOD CANAL STIRLING,2021-02-28,2.761,2.925,4.495,7905.0,1.14635,0.07200000000000001,1.0
#25 HOLLYWOOD CANAL STIRLING,2021-08-31,10.613333333333335,4.779999999999999,13.700000000000001,22450.0,0.769,0.105,1.45
#25 HOLLYWOOD CANAL STIRLING,2022-02-28,6.69,3.87,5.25,9360.0,0.903,0.074,0.9
#26 DANIA CUT-OFF RAVENSWOOD,2006-02-28,15.0,4.57,1.79,3890.0,1.82,0.029,2.0
#26 DANIA CUT-OFF RAVENSWOOD,2006-08-31,5.37,4.61,14.5,24150.0,1.475,0.039,1.4
#26 DANIA CUT-OFF RAVENSWOOD,2007-02-28,2.56,5.970000000000001,24.549999999999997,38650.0,1.37,0.037500000000000006,1.4
#26 DANIA CUT-OFF RAVENSWOOD,2007-08-31,2.66,4.775,26.6,41450.0,0.9155,0.0445,1.9
#26 DANIA CUT-OFF RAVENSWOOD,2008-02-29,1.76,4.4,12.600000000000001,21350.0,1.9,0.06,2.0
#26 DANIA CUT-OFF RAVENSWOOD,2008-08-31,6.675000000000001,4.984999999999999,17.285,27390.0,1.1520000000000001,0.0415,2.0
#26 DANIA CUT-OFF RAVENSWOOD,2009-02-28,6.675000000000001,4.984999999999999,17.285,27390.0,1.1520000000000001,0.0415,2.0
#26 DANIA CUT-OFF RAVENSWOOD,2009-08-31,3.3,5.605,19.475,30800.0,0.846,0.056,2.05
#26 DANIA CUT-OFF RAVENSWOOD,2010-02-28,3.1966666666666668,3.6133333333333333,6.55,11456.666666666666,1.1900000000000002,0.04800000000000001,2.0
#26 DANIA CUT-OFF RAVENSWOOD,2010-08-31,8.08,4.9399999999999995,5.155,9460.0,1.21,0.036000000000000004,2.15
#26 DANIA CUT-OFF RAVENSWOOD,2011-02-28,5.550000000000001,5.03,19.65,31250.0,0.795,0.040999999999999995,1.1
#26 DANIA CUT-OFF RAVENSWOOD,2011-08-31,3.24,4.6,29.15,45000.0,0.39649999999999996,0.0395,1.4
#26 DANIA CUT-OFF RAVENSWOOD,2012-02-29,2.035,5.295,22.35,35300.0,0.666,0.0485,1.6
#26 DANIA CUT-OFF RAVENSWOOD,2012-08-31,3.855,4.975,18.05,29350.0,0.7144999999999999,0.047,1.2
#26 DANIA CUT-OFF RAVENSWOOD,2013-02-28,2.8049999999999997,6.24,31.9,47900.0,0.301,0.044,6.5
#26 DANIA CUT-OFF RAVENSWOOD,2013-08-31,5.655,4.36,12.945,21900.0,0.889,0.0435,1.9500000000000002
#26 DANIA CUT-OFF RAVENSWOOD,2014-02-28,5.065,4.58,13.755,23150.0,1.153,0.048,1.85
#26 DANIA CUT-OFF RAVENSWOOD,2014-08-31,4.085,4.205,15.43,25450.0,1.153,0.048,2.5
#26 DANIA CUT-OFF RAVENSWOOD,2015-02-28,1.23,3.12,15.84,26298.0,1.153,0.048,1.1
#26 DANIA CUT-OFF RAVENSWOOD,2015-08-31,7.316666666666667,4.696666666666666,23.866666666666664,37766.666666666664,0.737,0.076,1.7666666666666666
#26 DANIA CUT-OFF RAVENSWOOD,2016-02-29,2.68,4.255,12.215,19934.0,0.575,0.0905,1.6
#26 DANIA CUT-OFF RAVENSWOOD,2016-08-31,5.165,3.845,12.75,21800.0,0.9735,0.0595,1.25
#26 DANIA CUT-OFF RAVENSWOOD,2017-02-28,1.86,4.34,16.6,27100.0,1.0,0.045,2.7
#26 DANIA CUT-OFF RAVENSWOOD,2017-08-31,3.973333333333333,5.0200000000000005,17.7,28666.666666666668,1.0,0.077,2.2333333333333334
#26 DANIA CUT-OFF RAVENSWOOD,2018-02-28,7.84,6.11,23.1,36600.0,1.0,0.077,1.7
#26 DANIA CUT-OFF RAVENSWOOD,2018-08-31,3.245,3.41,12.32,20650.0,1.002,0.0675,2.1500000000000004
#26 DANIA CUT-OFF RAVENSWOOD,2019-02-28,2.51,4.83,29.0,45000.0,1.002,0.236,2.4
#26 DANIA CUT-OFF RAVENSWOOD,2019-08-31,6.33,4.865,11.515,19300.0,0.9975499999999999,0.0505,1.85
#26 DANIA CUT-OFF RAVENSWOOD,2020-02-29,3.15,3.6566666666666663,12.253333333333332,15513.333333333334,1.3113666666666666,0.07433333333333335,1.7333333333333334
#26 DANIA CUT-OFF RAVENSWOOD,2020-08-31,2.84,3.06,1.64,3170.0,1.33,0.063,0.0
#26 DANIA CUT-OFF RAVENSWOOD,2021-02-28,4.09,2.665,1.6600000000000001,3420.0,1.5204,0.031,1.85
#26 DANIA CUT-OFF RAVENSWOOD,2021-08-31,5.682333333333333,3.8149999999999995,12.07,17250.0,0.9346666666666666,0.06033333333333333,1.5666666666666667
#26 DANIA CUT-OFF RAVENSWOOD,2022-02-28,3.25,3.06,5.75,10200.0,1.42,0.042,1.6
#28 S NEW RIVER CANAL FLAMINGO,2006-02-28,2.38,0.9,0.38,781.0,1.64,0.011,2.4
#28 S NEW RIVER CANAL FLAMINGO,2006-08-31,9.825,3.575,0.33,683.5,1.365,0.008,2.1
#28 S NEW RIVER CANAL FLAMINGO,2007-02-28,2.44,6.535,0.35,716.0,1.2799999999999998,0.018,1.45
#28 S NEW RIVER CANAL FLAMINGO,2007-08-31,9.25,3.525,0.375,763.0,1.725,0.0175,3.0
#28 S NEW RIVER CANAL FLAMINGO,2008-02-29,5.404999999999999,5.625,0.32,658.0,1.6,0.023,2.05
#28 S NEW RIVER CANAL FLAMINGO,2008-08-31,6.925,5.305,0.32499999999999996,677.0,1.275,0.019,2.0
#28 S NEW RIVER CANAL FLAMINGO,2009-02-28,6.925,5.305,0.32499999999999996,677.0,1.275,0.019,2.0
#28 S NEW RIVER CANAL FLAMINGO,2009-08-31,2.76,3.59,0.33499999999999996,686.0,1.48,0.036,1.7000000000000002
#28 S NEW RIVER CANAL FLAMINGO,2010-02-28,5.466666666666666,2.813333333333334,0.2833333333333333,583.6666666666666,1.39,0.04886666666666667,3.05
#28 S NEW RIVER CANAL FLAMINGO,2010-08-31,7.79,3.255,0.31,644.5,1.545,0.0235,2.75
#28 S NEW RIVER CANAL FLAMINGO,2011-02-28,3.3950000000000005,4.495,0.34,689.5,1.57,0.016,1.9500000000000002
#28 S NEW RIVER CANAL FLAMINGO,2011-08-31,4.28,4.970000000000001,0.33499999999999996,696.5,1.3,0.0125,1.4
#28 S NEW RIVER CANAL FLAMINGO,2012-02-29,4.925000000000001,5.305,0.33999999999999997,692.0,1.475,0.018500000000000003,1.3
#28 S NEW RIVER CANAL FLAMINGO,2012-08-31,4.24,5.265,0.3,626.5,1.3,0.025500000000000002,2.55
#28 S NEW RIVER CANAL FLAMINGO,2013-02-28,1.355,4.675,0.36,739.5,1.635,0.023,1.9
#28 S NEW RIVER CANAL FLAMINGO,2013-08-31,6.595000000000001,3.5300000000000002,0.325,671.5,1.2970000000000002,0.027000000000000003,2.85
#28 S NEW RIVER CANAL FLAMINGO,2014-02-28,4.4,2.8,0.355,731.0,1.584,0.02,2.475
#28 S NEW RIVER CANAL FLAMINGO,2014-08-31,6.47,5.62,0.32999999999999996,684.0,1.584,0.02,2.2
#28 S NEW RIVER CANAL FLAMINGO,2015-02-28,4.47,2.62,0.37,770.0,1.584,0.02,2.2
#28 S NEW RIVER CANAL FLAMINGO,2015-08-31,6.843333333333334,2.9033333333333338,0.36999999999999994,763.0,1.511,0.033,2.1
#28 S NEW RIVER CANAL FLAMINGO,2016-02-29,2.94,3.5533333333333332,0.34,700.6666666666666,1.505,0.013666666666666667,1.7999999999999998
#28 S NEW RIVER CANAL FLAMINGO,2016-08-31,8.67,1.28,0.36,744.5,1.607,0.022,2.95
#28 S NEW RIVER CANAL FLAMINGO,2017-02-28,6.71,2.81,0.37,768.0,1.42,0.023,2.7
#28 S NEW RIVER CANAL FLAMINGO,2017-08-31,7.7299999999999995,4.89,0.34,703.6666666666666,1.42,0.022,2.3000000000000003
#28 S NEW RIVER CANAL FLAMINGO,2018-02-28,2.75,2.8,0.38,781.0,1.42,0.022,8.2
#28 S NEW RIVER CANAL FLAMINGO,2018-08-31,7.17,2.9450000000000003,0.305,637.0,2.0225,0.0245,3.35
#28 S NEW RIVER CANAL FLAMINGO,2019-02-28,16.6,3.76,0.36,756.0,2.0225,0.035,2.8
#28 S NEW RIVER CANAL FLAMINGO,2019-08-31,16.6,3.76,0.36,756.0,2.0225,0.035,2.8
#28 S NEW RIVER CANAL FLAMINGO,2020-02-29,3.9299999999999997,4.91,0.31666666666666665,657.3333333333334,1.5203666666666666,0.006333333333333334,1.1166666666666667
#28 S NEW RIVER CANAL FLAMINGO,2020-08-31,3.8,4.04,0.29,605.0,1.21,0.019,3.7
#28 S NEW RIVER CANAL FLAMINGO,2021-02-28,6.010000000000001,2.6166666666666667,0.31,635.0,1.3556000000000001,0.004666666666666667,1.9666666666666668
#28 S NEW RIVER CANAL FLAMINGO,2021-08-31,11.165,1.51,0.34,711.0,1.385,0.025500000000000002,3.2
#28 S NEW RIVER CANAL FLAMINGO,2022-02-28,6.13,5.17,0.3,612.0,1.27,0.011,1.1
